Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,64.27999877929688,64.75,64.05000305175781,64.56999969482422,42.99687194824219,5829600
2014-01-03,64.48999786376953,65.18000030517578,64.41000366210938,64.93000030517578,43.23657989501953,2771700
2014-01-06,65.13999938964844,65.55999755859375,64.93000030517578,65.26000213623047,43.45633316040039,2917500
2014-01-07,65.23999786376953,65.81999969482422,65.06999969482422,65.55000305175781,43.64944839477539,2582600
2014-01-08,65.37999725341797,65.62000274658203,64.94000244140625,65.2300033569336,43.43636703491211,3368400
2014-01-09,65.48999786376953,65.51000213623047,64.75,65.2300033569336,43.43636703491211,2543000
2014-01-10,65.76000213623047,66.16000366210938,65.61000061035156,66.12000274658203,44.029014587402344,2683900
2014-01-13,66.0999984741211,66.2300033569336,65.5,65.68000030517578,43.736026763916016,3650800
2014-01-14,65.91000366210938,66.36000061035156,65.66000366210938,66.16000366210938,44.05565643310547,2383400
2014-01-15,66.1500015258789,66.77999877929688,66.1500015258789,66.66000366210938,44.38859939575195,3069700
2014-01-16,66.55000305175781,66.80999755859375,66.55000305175781,66.77999877929688,44.468505859375,2704800
2014-01-17,66.8499984741211,66.97000122070312,66.33000183105469,66.38999938964844,44.20880889892578,2957800
2014-01-21,66.72000122070312,67.25,66.58999633789062,66.98999786376953,44.60834884643555,3255800
2014-01-22,67.02999877929688,67.47000122070312,67.0,67.27999877929688,44.80144119262695,3432800
2014-01-23,67.05000305175781,67.26000213623047,66.80000305175781,67.12000274658203,44.69490432739258,3262600
2014-01-24,66.81999969482422,66.91999816894531,66.13999938964844,66.27999877929688,44.13554763793945,2745800
2014-01-27,66.31999969482422,66.58000183105469,65.51000213623047,65.7699966430664,43.79594802856445,3818500
2014-01-28,65.8499984741211,66.44000244140625,65.79000091552734,66.31999969482422,44.16219711303711,2406700
2014-01-29,65.98999786376953,66.29000091552734,65.62999725341797,65.95999908447266,43.92246627807617,3308200
2014-01-30,66.20999908447266,67.20999908447266,66.1500015258789,66.95999908447266,44.588356018066406,2990100
2014-01-31,66.43000030517578,67.62000274658203,66.22000122070312,67.31999969482422,44.828094482421875,5454400
2014-02-03,67.22000122070312,67.31999969482422,65.98999786376953,66.25,44.115577697753906,7310400
2014-02-04,66.31999969482422,67.08999633789062,66.05999755859375,67.05000305175781,44.648292541503906,4472100
2014-02-05,66.5999984741211,67.01000213623047,66.54000091552734,66.91000366210938,44.555057525634766,2656000
2014-02-06,66.94999694824219,67.5,66.91000366210938,67.4000015258789,44.88135528564453,2755500
2014-02-07,67.81999969482422,68.01000213623047,67.4000015258789,67.91000366210938,45.22096633911133,5918800
2014-02-10,68.12000274658203,68.75,67.68000030517578,68.55000305175781,45.64712905883789,6276300
2014-02-11,68.43000030517578,69.16000366210938,68.33000183105469,68.81999969482422,45.82691192626953,7136400
2014-02-12,69.0199966430664,69.02999877929688,68.5199966430664,68.86000061035156,45.85358428955078,3335400
2014-02-13,68.61000061035156,69.44000244140625,68.48999786376953,69.12000274658203,46.02669906616211,2754600
2014-02-14,69.01000213623047,69.5199966430664,69.01000213623047,69.38999938964844,46.20648193359375,2509200
2014-02-18,69.61000061035156,69.7300033569336,69.02999877929688,69.7300033569336,46.432891845703125,3819900
2014-02-19,69.5999984741211,70.43000030517578,69.55999755859375,69.69000244140625,46.40626525878906,4334000
2014-02-20,69.69999694824219,70.23999786376953,69.29000091552734,69.54000091552734,46.3063850402832,3503400
2014-02-21,69.58000183105469,70.0,69.19999694824219,69.70999908447266,46.41957092285156,2406000
2014-02-24,69.9800033569336,70.56999969482422,69.83999633789062,69.87999725341797,46.53276443481445,3690100
2014-02-25,70.0,70.44000244140625,69.8499984741211,70.11000061035156,46.68593215942383,3329500
2014-02-26,70.3499984741211,70.52999877929688,70.01000213623047,70.2699966430664,46.79247283935547,4623500
2014-02-27,70.30000305175781,70.52999877929688,69.77999877929688,70.08000183105469,46.66596221923828,3334400
2014-02-28,70.1500015258789,70.98999786376953,70.05000305175781,70.7300033569336,47.098785400390625,8733500
2014-03-03,70.29000091552734,70.83999633789062,70.05999755859375,70.7699966430664,47.12542724609375,5816200
2014-03-04,71.2699966430664,71.87999725341797,71.13999938964844,71.79000091552734,47.80462646484375,4444400
2014-03-05,71.83999633789062,72.01000213623047,71.13999938964844,71.69999694824219,47.744712829589844,3489400
2014-03-06,71.83000183105469,71.83000183105469,70.94000244140625,71.0999984741211,47.34516143798828,3705600
2014-03-07,70.7699966430664,70.97000122070312,70.0199966430664,70.33000183105469,46.832435607910156,3665900
2014-03-10,70.36000061035156,70.44000244140625,69.69000244140625,69.95999908447266,46.58604431152344,6387500
2014-03-11,70.05000305175781,70.66999816894531,70.0,70.4000015258789,46.87904357910156,5101900
2014-03-12,70.1500015258789,70.69000244140625,70.1500015258789,70.61000061035156,47.018882751464844,2711900
2014-03-13,70.73999786376953,70.87000274658203,70.1500015258789,70.27999877929688,46.79914855957031,3688000
2014-03-14,70.33999633789062,70.77999877929688,70.16000366210938,70.45999908447266,46.91899490356445,2713900
2014-03-17,71.02999877929688,71.06999969482422,70.4000015258789,70.61000061035156,47.018882751464844,3115600
2014-03-18,70.62999725341797,70.9000015258789,70.33999633789062,70.81999969482422,47.15872573852539,2483700
