Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,101.72000122070312,102.38999938964844,101.69000244140625,102.16999816894531,79.52633666992188,8580800
2014-01-03,101.80999755859375,102.44999694824219,101.76000213623047,102.16999816894531,79.52633666992188,4083800
2014-01-06,102.37999725341797,103.0,102.37000274658203,102.5999984741211,79.86099243164062,7796200
2014-01-07,102.81999969482422,102.98999786376953,102.55999755859375,102.86000061035156,80.06343078613281,4428100
2014-01-08,102.44999694824219,102.69000244140625,102.0999984741211,102.58000183105469,79.845458984375,8513000
2014-01-09,102.97000122070312,103.20999908447266,102.51000213623047,103.18000030517578,80.31250762939453,6991100
2014-01-10,103.7699966430664,104.54000091552734,103.69000244140625,104.41000366210938,81.2698974609375,13197400
2014-01-13,104.51000213623047,105.13999938964844,104.47000122070312,104.93000030517578,81.67464447021484,9667400
2014-01-14,104.6500015258789,104.83000183105469,104.38999938964844,104.44999694824219,81.3010025024414,10343100
2014-01-15,104.04000091552734,104.51000213623047,103.93000030517578,104.33999633789062,81.21534729003906,7507500
2014-01-16,104.8499984741211,105.06999969482422,104.72000122070312,105.04000091552734,81.76026916503906,7137700
2014-01-17,104.86000061035156,105.5199966430664,104.79000091552734,105.4800033569336,82.10272979736328,7588600
2014-01-21,105.44999694824219,105.73999786376953,105.4000015258789,105.55999755859375,82.16497802734375,6436000
2014-01-22,105.37000274658203,105.75,105.23999786376953,105.30000305175781,81.9626235961914,4646700
2014-01-23,105.87999725341797,107.08999633789062,105.87999725341797,106.79000091552734,83.12242889404297,12960600
2014-01-24,107.19000244140625,107.48999786376953,106.98999786376953,107.4800033569336,83.65946197509766,11122200
2014-01-27,107.22000122070312,107.5999984741211,106.69999694824219,106.7300033569336,83.07569885253906,9218200
2014-01-28,106.91000366210938,106.98999786376953,106.55000305175781,106.98999786376953,83.278076171875,5661500
2014-01-29,107.37000274658203,108.1500015258789,106.98999786376953,107.87000274658203,83.96305847167969,11709400
2014-01-30,107.47000122070312,107.66999816894531,107.11000061035156,107.55999755859375,83.72174072265625,5956900
2014-01-31,108.19999694824219,108.41000366210938,107.8499984741211,108.27999877929688,84.28217315673828,14690900
2014-02-03,107.79000091552734,109.33999633789062,107.61000061035156,109.31999969482422,85.30914306640625,20780300
2014-02-04,108.5199966430664,108.66999816894531,107.97000122070312,108.16000366210938,84.40386199951172,9573500
2014-02-05,107.69000244140625,107.77999877929688,107.01000213623047,107.16000366210938,83.6235580444336,10312200
2014-02-06,106.97000122070312,107.0199966430664,106.5199966430664,106.69999694824219,83.26457977294922,5708700
2014-02-07,106.45999908447266,107.22000122070312,106.44000244140625,106.79000091552734,83.33482360839844,7039200
2014-02-10,106.61000061035156,107.12000274658203,106.56999969482422,107.08999633789062,83.56890869140625,4370500
2014-02-11,106.61000061035156,106.69000244140625,106.16000366210938,106.47000122070312,83.0851058959961,5904900
2014-02-12,106.16999816894531,106.20999908447266,105.62000274658203,105.91999816894531,82.6558837890625,6723300
2014-02-13,106.58999633789062,106.7300033569336,106.30000305175781,106.5199966430664,83.12408447265625,6874600
2014-02-14,106.56999969482422,106.63999938964844,106.2699966430664,106.58000183105469,83.17094421386719,4989100
2014-02-18,106.66000366210938,107.19999694824219,106.62000274658203,106.81999969482422,83.35822296142578,4855800
2014-02-19,107.18000030517578,107.18000030517578,106.30000305175781,106.37000274658203,83.00708770751953,5522500
2014-02-20,106.31999969482422,106.62999725341797,105.69000244140625,106.11000061035156,82.8041763305664,5103200
2014-02-21,105.94999694824219,106.68000030517578,105.94999694824219,106.66999816894531,83.24115753173828,5250700
2014-02-24,106.69999694824219,106.73999786376953,106.16999816894531,106.4000015258789,83.03050231933594,3816700
2014-02-25,106.91000366210938,107.36000061035156,106.88999938964844,107.3499984741211,83.77179718017578,6225400
2014-02-26,107.30999755859375,107.91999816894531,107.23999786376953,107.91999816894531,84.21660614013672,7203900
2014-02-27,108.27999877929688,108.55999755859375,108.0999984741211,108.51000213623047,84.67701721191406,5394700
2014-02-28,108.27999877929688,108.73999786376953,107.77999877929688,108.56999969482422,84.72389221191406,8462600
2014-03-03,108.87999725341797,109.18000030517578,108.63999938964844,109.02999877929688,85.28942108154297,11089400
2014-03-04,108.3499984741211,108.3499984741211,107.36000061035156,107.38999938964844,84.00653839111328,8068100
2014-03-05,107.33999633789062,107.77999877929688,107.19999694824219,107.62000274658203,84.18650817871094,4798500
2014-03-06,106.76000213623047,106.97000122070312,106.5199966430664,106.55999755859375,83.35721588134766,7418200
2014-03-07,105.63999938964844,106.16999816894531,105.5999984741211,105.88999938964844,82.83316040039062,8270300
2014-03-10,105.94000244140625,106.11000061035156,105.77999877929688,106.04000091552734,82.950439453125,3744300
2014-03-11,105.9800033569336,106.33999633789062,105.77999877929688,106.31999969482422,83.16951751708984,3815700
2014-03-12,106.91999816894531,107.26000213623047,106.77999877929688,107.05999755859375,83.74840545654297,6430500
2014-03-13,106.69999694824219,108.52999877929688,106.6500015258789,108.5,84.87482452392578,11815500
2014-03-14,108.97000122070312,108.9800033569336,108.31999969482422,108.5199966430664,84.89051818847656,9232800
2014-03-17,108.18000030517578,108.30000305175781,107.66999816894531,107.70999908447266,84.2568130493164,7381900
2014-03-18,107.68000030517578,108.1500015258789,107.5999984741211,108.0999984741211,84.56197357177734,4819500
2014-03-19,107.91999816894531,107.9800033569336,106.80999755859375,107.26000213623047,83.90484619140625,11557600
2014-03-20,107.08999633789062,107.62999725341797,106.98999786376953,107.06999969482422,83.7562255859375,5224400
2014-03-21,107.41000366210938,108.31999969482422,107.37000274658203,108.2300033569336,84.66364288330078,8986200
2014-03-24,108.05000305175781,109.08999633789062,107.94999694824219,109.0,85.26592254638672,7536400
2014-03-25,108.41000366210938,108.81999969482422,108.16999816894531,108.58999633789062,84.9452133178711,5032000
2014-03-26,108.55000305175781,109.4800033569336,108.4800033569336,109.44000244140625,85.61019134521484,7147200
2014-03-27,109.63999938964844,110.38999938964844,109.41999816894531,109.98999786376953,86.0403823852539,9772200
2014-03-28,109.86000061035156,109.88999938964844,109.0199966430664,109.37000274658203,85.55540466308594,6027000
2014-03-31,108.73999786376953,111.06999969482422,108.33999633789062,109.0999984741211,85.34416961669922,7488400
2014-04-01,108.26000213623047,108.36000061035156,107.83999633789062,107.88999938964844,84.61479949951172,9067300
2014-04-02,107.38999938964844,107.55000305175781,107.16999816894531,107.2699966430664,84.12857818603516,6887200
2014-04-03,107.5199966430664,107.94000244140625,107.44000244140625,107.73999786376953,84.49720001220703,4937400
2014-04-04,107.87000274658203,108.69000244140625,107.8499984741211,108.45999908447266,85.06182861328125,8977500
2014-04-07,108.62000274658203,109.29000091552734,108.5999984741211,109.11000061035156,85.57166290283203,7562500
2014-04-08,109.02999877929688,109.47000122070312,108.72000122070312,109.37000274658203,85.77555084228516,4213800
2014-04-09,108.87999725341797,109.3499984741211,108.63999938964844,108.83000183105469,85.35202026367188,5771500
2014-04-10,108.91999816894531,110.22000122070312,108.9000015258789,109.83999633789062,86.1441421508789,12706400
2014-04-11,110.54000091552734,110.79000091552734,110.12999725341797,110.7300033569336,86.8421630859375,10267000
2014-04-14,110.4800033569336,110.69999694824219,110.30000305175781,110.44000244140625,86.6147232055664,4142600
