Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,120.02999877929688,120.16999816894531,120.01000213623047,120.1500015258789,102.64851379394531,1470100
2014-01-03,120.08000183105469,120.2699966430664,120.04000091552734,120.05999755859375,102.57164764404297,113700
2014-01-06,120.19999694824219,120.33999633789062,120.13999938964844,120.25,102.73397827148438,131300
2014-01-07,120.30000305175781,120.38999938964844,120.26000213623047,120.3499984741211,102.81941223144531,95500
2014-01-08,120.13999938964844,120.13999938964844,119.88999938964844,119.9000015258789,102.43496704101562,98500
2014-01-09,120.0,120.05999755859375,119.86000061035156,120.05000305175781,102.56307983398438,176200
2014-01-10,120.45999908447266,120.70999908447266,120.44000244140625,120.6500015258789,103.07571411132812,123100
2014-01-13,120.76000213623047,120.88999938964844,120.75,120.86000061035156,103.25511169433594,311800
2014-01-14,120.75,120.76000213623047,120.5199966430664,120.54000091552734,102.9817123413086,167100
2014-01-15,120.31999969482422,120.45999908447266,120.30000305175781,120.43000030517578,102.8877944946289,91900
2014-01-16,120.5999984741211,120.6500015258789,120.55000305175781,120.58999633789062,103.0244369506836,118400
2014-01-17,120.63999938964844,120.72000122070312,120.55999755859375,120.72000122070312,103.13551330566406,94800
2014-01-21,120.56999969482422,120.68000030517578,120.56999969482422,120.56999969482422,103.00733184814453,146200
2014-01-22,120.41000366210938,120.45999908447266,120.30999755859375,120.37000274658203,102.83650970458984,158100
2014-01-23,120.62999725341797,120.9800033569336,120.62999725341797,120.83999633789062,103.23800659179688,174500
2014-01-24,121.11000061035156,121.22000122070312,120.97000122070312,121.08000183105469,103.44306182861328,101100
2014-01-27,120.98999786376953,121.1500015258789,120.91999816894531,120.94000244140625,103.3234634399414,238600
2014-01-28,121.0199966430664,121.11000061035156,120.91999816894531,121.0999984741211,103.46011352539062,113800
2014-01-29,121.33999633789062,121.45999908447266,121.16000366210938,121.3499984741211,103.67369079589844,319800
2014-01-30,121.19999694824219,121.33999633789062,121.13999938964844,121.30000305175781,103.63102722167969,154000
2014-01-31,121.5,121.56999969482422,121.38999938964844,121.56999969482422,103.86165618896484,150800
2014-02-03,121.36000061035156,121.81999969482422,121.33999633789062,121.81999969482422,104.16783905029297,35655000
2014-02-04,121.58999633789062,121.69999694824219,121.56999969482422,121.68000030517578,104.04812622070312,1590100
2014-02-05,121.58999633789062,121.6500015258789,121.47000122070312,121.4800033569336,103.8770980834961,563400
2014-02-06,121.3499984741211,121.37999725341797,121.29000091552734,121.36000061035156,103.77446746826172,713800
2014-02-07,121.51000213623047,121.69000244140625,121.45999908447266,121.61000061035156,103.98828125,346500
